,rep_dt,draft_mean,trim,speed_stw_calc,w_dir_rel,swell_dir_rel,amb_temp,cpress,w_force,pwr,app_slip,main_fuel_per_dst
344,11-12-2015 12:00,5.075,1.85,10.584,-56.49840125,275,29,1010,4,2350,-0.83,0.030952381
345,12-12-2015 12:00,5.075,1.85,10.5,-40.36750988,315,30,1010,3,2450,8.09,0.040833333
346,13-12-2015 12:00,5.075,1.85,10.675,268.8516692,320,29,1011,4,2350,-3.92,0.038934426
347,14-12-2015 12:00,5.075,1.85,10.85,269.9520433,275,29,1014,4,2450,10.69,0.039112903
348,15-12-2015 12:00,5.075,1.85,11.382,-51.61571128,275,29,1014,3,2350,-0.6,0.038745387
349,16-12-2015 12:00,5.075,1.85,11.50625,-50.86125969,275,29,1015,3,2500,-0.67,0.041064639
350,17-12-2015 12:00,5.075,1.85,10,-57.44560376,275,28,1017,3,2500,5.24,0.039583333
351,18-12-2015 12:00,5.075,1.85,8.75,-65.50094274,0,30,1018,3,2350,17.5,0.046666667
352,19-12-2015 12:00,5.075,1.85,9.416666667,-60.46306377,0,30,1018,3,2350,9.77,0.041150442
353,20-12-2015 12:00,5.075,1.85,9.8,-56.34219447,315,30,1018,3,2250,5.36,0.03877551
354,21-12-2015 12:00,5.075,1.85,9.916666667,-55.63682849,315,30,1018,3,2250,3.08,0.03907563
355,22-12-2015 12:00,5.075,1.85,9.458333333,-56.65112423,315,30,1018,3,2350,9.88,0.04185022
356,23-12-2015 12:00,5.075,1.85,10,-53.65096294,315,30,1018,3,2250,4.54,0.0392
357,24-12-2015 12:00,5.075,1.85,10.08333333,-82.26546667,45,30,1018,4,2250,3.58,0.039256198
358,25-12-2015 12:00,5.075,1.85,9,251.7367433,315,30,1018,5,2350,10.81,0.039351852
359,26-12-2015 12:00,5.075,1.85,9.75,0,0,25,1022,4,2350,3.57,0.037179487
360,27-12-2015 12:00,10.385,0.13,10.55555556,40.78897052,355,26,1017,3,3936,16.5,0.063157895
361,28-12-2015 12:00,10.385,0.13,11.41666667,52.71748665,315,25,1016,4,3936,11.63,0.06350365
362,29-12-2015 12:00,10.385,0.13,11.69565217,69.02506321,315,21,1010,7,4330,11.3,0.064684015
363,30-12-2015 12:00,10.385,0.13,11.375,34.95197416,230,24,1005,3,4330,11.48,0.064835165
364,31-12-2015 12:00,10.385,0.13,11.29166667,35.13788567,230,23,1013,3,4330,12.87,0.064206642
365,01-01-2016 12:00,10.385,0.13,11.73913043,34.15942705,230,24,1017,3,3936,7.11,0.057407407
366,02-01-2016 12:00,10.385,0.13,12.08333333,33.43882247,230,25,1017,3,3936,3.66,0.053448276
367,03-01-2016 12:00,10.385,0.13,11.08333333,47.65082191,155,27,1021,4,3542,7.98,0.051503759
368,04-01-2016 12:00,10.385,0.13,11.17391304,29.56592068,155,27,1023,3,3542,6.37,0.052529183
369,05-01-2016 12:00,10.385,0.13,10.75,30.32343502,155,27,1023,3,3542,8.01,0.051550388
370,06-01-2016 12:00,10.385,0.13,10.29166667,29.02622709,25,25,1020,3,3542,13.62,0.056680162
371,07-01-2016 12:00,10.385,0.13,10.82608696,36.50837235,25,23,1018,4,3542,12.18,0.059437751
372,08-01-2016 12:00,10.385,0.13,11,25.7686264,75,22,1013,3,3542,8.6,0.054924242
373,09-01-2016 12:00,9.095,0.15,12.30088496,113.61106,30,18,1014,5,4900,12.94,0.073741007
374,10-01-2016 12:00,9.095,0.15,12.04166667,114.9104016,30,20,1016,5,5825,16.17,0.083044983
375,11-01-2016 12:00,9.095,0.15,12.91666667,53.75638314,45,22,1010,5,5825,11.34,0.078709677
376,12-01-2016 12:00,9.095,0.15,11.625,-32.46950253,285,22,1010,4,3936,10.88,0.063799283
377,13-01-2016 12:00,4.94,1.64,11.66666667,44.50875833,335,22,1015,5,5432,18.36,0.08244898
378,14-01-2016 12:00,4.94,1.64,14,25.28913094,335,22,1015,3,5432,2.3,0.070186335
379,15-01-2016 12:00,4.94,1.64,12.25,36.94949324,335,24,1018,4,5432,14.33,0.079591837
380,16-01-2016 12:00,10.135,0.03,12,-44.89384345,265,29,1013,3,4800,13.9,0.077777778
381,17-01-2016 12:00,10.135,0.03,12.95833333,-40.98728604,340,29,1013,3,5000,8.61,0.07073955
382,18-01-2016 12:00,10.135,0.03,13.12,-36.94086202,160,29,1016,3,4750,4.56,0.05945122
383,19-01-2016 12:00,10.225,0.17,11.70212766,-81.09536133,5,24,1013,4,4725,14.52,0.075454545
384,20-01-2016 12:00,10.225,0.17,10.625,-45.98669412,335,21,1024,3,4750,22.54,0.089411765
385,21-01-2016 12:00,10.225,0.17,11.75,-48.96826153,315,21,1014,4,4750,14.85,0.074113475
386,22-01-2016 12:00,10.225,0.17,13.33333333,-17.26212122,270,21,1014,3,4750,6.81,0.071875
387,23-01-2016 12:00,10.225,0.17,13,-23.9058247,175,22,1018,5,4750,7.98,0.070192308
388,24-01-2016 12:00,10.225,0.17,12.84,-15.76773037,175,22,1018,3,5192,10.2,0.070404984
389,25-01-2016 12:00,10.225,0.17,13.25,-3.90568647,190,22,1018,3,5192,9.04,0.071383648
390,26-01-2016 12:00,10.225,0.17,13.16666667,1.96135683,175,22,1018,3,5200,10.56,0.072151899
391,27-01-2016 12:00,10.225,0.17,13.24,-15.46383246,175,28,1014,3,5200,9.92,0.071299094
392,28-01-2016 12:00,10.225,0.17,13.20833333,-15.48747387,175,33,1012,3,5200,9.21,0.070662461
393,29-01-2016 12:00,10.225,0.17,13.16666667,-15.51868865,175,30,1013,3,5200,9.97,0.071835443
394,30-01-2016 12:00,10.225,0.17,12.75,-15.83771852,175,33,1012,3,5200,11.57,0.073529412
395,31-01-2016 12:00,10.225,0.17,12.96,-15.67534543,310,31,1010,3,5200,10.83,0.07037037
396,01-02-2016 12:00,10.225,0.17,12.41666667,-16.10229082,310,31,1010,3,5200,14.15,0.076174497
397,02-02-2016 12:00,10.225,0.17,12.5,-16.03534414,40,31,1011,3,5172,12.69,0.075333333
398,03-02-2016 12:00,10.225,0.17,12.52,-16.01935753,40,25,1016,3,5145,13.05,0.07571885
399,04-02-2016 12:00,10.225,0.17,12.75,-15.83771852,40,24,1019,3,5150,12.75,0.074509804
400,05-02-2016 12:00,10.225,0.17,12.79166667,-15.80524149,40,26,1020,3,5200,9.94,0.073615635
401,06-02-2016 12:00,10.225,0.17,12.58333333,-21.16680795,260,21,1011,5,5200,12.1,0.074834437
402,07-02-2016 12:00,10.225,0.17,11.56,-34.72542685,280,21,1011,5,5200,19.16,0.082352941
403,08-02-2016 12:00,10.225,0.17,10.45833333,-39.31302876,280,21,1013,6,5300,24.95,0.090438247
404,09-02-2016 12:00,10.225,0.17,9,-18.35799171,295,22,1012,6,5192,34.33,0.105333333
405,10-02-2016 12:00,10.225,0.17,11.125,-33.41530348,45,18,1005,7,5192,20.61,0.084269663
406,11-02-2016 12:00,10.225,0.17,10.16666667,-21.32340015,210,10,1005,6,5100,18.75,0.037909836
407,12-02-2016 12:00,10.225,0.17,11.5,-8.485559464,20,2,1008,3,4300,11.05,0
408,13-02-2016 12:00,10.225,0.17,11.29166667,-40.4607733,55,2,1008,3,4300,13.19,0
409,14-02-2016 12:00,8.325,0.25,13.18181818,-1.374531568,140,9,1014,2,4750,-0.87,0
410,15-02-2016 12:00,8.325,0.25,12.83333333,0.398464377,300,8,1013,3,4000,-0.03,0
411,16-02-2016 12:00,8.325,0.25,11.4,0,135,8,1005,7,4300,13.82,0.009824561
412,17-02-2016 12:00,8.325,0.25,9.208333333,-3.634955845,185,25,1010,6,4750,32.08,0.095022624
413,18-02-2016 12:00,8.325,0.25,11.625,0,225,25,1018,5,5600,20.19,0.086021505
414,19-02-2016 12:00,8.325,0.25,13.20833333,32.76503638,55,26,10231,3,5200,4.7,0.070977918
415,20-02-2016 12:00,8.325,0.25,13.45833333,-1.935286191,50,31,1020,3,5290,7.89,0.07120743
416,21-02-2016 12:00,8.325,0.25,12.625,-2.011684291,50,31,1014,3,5330,14.01,0.076237624
417,22-02-2016 12:00,8.105,1.03,13.54166667,-1.927964206,50,32,1014,3,5900,9.03,0.073846154
418,23-02-2016 12:00,8.105,1.03,13.375,0,135,33,1013,3,4800,2.97,0.057632399
419,24-02-2016 12:00,4.945,0.91,12.83333333,0,90,32,1015,3,5190,-0.02,0.050974026
420,25-02-2016 12:00,4.945,0.91,12.79166667,0,225,32,1015,2,5190,-3.72,0.026384365
421,26-02-2016 12:00,9.615,0.05,13.10416667,0,135,31,1016,4,4980,4.83,0.051510334
422,27-02-2016 12:00,9.615,0.05,12.375,0,67,30,1017,3,4980,10.72,0.07003367
423,28-02-2016 12:00,9.615,0.05,12.52173913,0,67,29,1014,5,4811,9.66,0.070138889
424,29-02-2016 12:00,9.615,0.05,12.10833333,0,90,29,1016,6,4790,9.66,0.069511356
425,01-03-2016 12:00,5.03,0.9,10.028,0,90,32,1017,3,2137,-5.65,0.028719585
426,02-03-2016 12:00,10.25,0.16,11.44583333,0,45,31,1017,3,4691,14.4,0.076083
427,03-03-2016 12:00,10.25,0.16,12.47083333,0,45,31,1017,3,4951,9.67,0.073838958
428,04-03-2016 12:00,10.25,0.16,12.95416667,0,45,30,1020,3,4939,7.83,0.070762303
429,05-03-2016 12:00,10.25,0.16,12.825,21.30056623,180,32,1020,2,5031,10.21,0.072774529
430,06-03-2016 12:00,10.24,0.08,13.2875,0,180,30,1020,3,4610,6.48,0.065537786
431,07-03-2016 12:00,10.23,0.02,11.58333333,0,180,18,1022,2,3630,11.81,0
432,08-03-2016 12:00,10.23,0.02,11.625,0,270,18,1013,2,3326,8.5,0
433,09-03-2016 12:00,9.505,0.59,12.5,34.21822251,90,19,1022,3,3712,5.87,0
434,10-03-2016 12:00,9.505,0.59,12.26666667,0,45,20,1019,6,3998,5.87,0.006861413
435,11-03-2016 12:00,9.505,0.59,13.22916667,0,45,16,1021,3,5514,9.63,0.074015748
436,12-03-2016 12:00,9.505,0.59,13.56521739,26.45638685,45,16,1021,5,5598,7.43,0.073717949
437,13-03-2016 12:00,9.505,0.59,13.80833333,0,45,24,1025,3,5660,7.43,0.073325287
438,14-03-2016 12:00,9.3,0.5,13.43478261,0,45,24,1030,3,5758,9.33,0.07605178
439,15-03-2016 12:00,9.3,0.5,12.91304348,0,67,23,1028,5,5753,9.33,0.08013468
440,16-03-2016 12:00,9.3,0.5,12.44782609,0,90,25,1022,7,5697,9.33,0.081732448
441,17-03-2016 12:00,9.2,0.52,12.95,0,90,24,1020,7,5730,9.33,0.078828829
442,18-03-2016 12:00,9.2,0.52,13.3875,0,90,25,1021,4,5791,9.97,0.075319016
443,19-03-2016 12:00,9.2,0.52,13.69583333,0,90,26,1020,3,5715,9.97,0.073014907
444,20-03-2016 12:00,9.2,0.52,13.77916667,-16.89561249,315,27,1014,3,5787,8.14,0.072573329
445,21-03-2016 12:00,9.2,0.52,13.16086957,-17.4080678,315,28,1009,3,5751,9.67,0.075982821
446,22-03-2016 12:00,9.54,0.08,12.97487437,0,45,27,1020,2,4480,7.25,0.06622773
447,23-03-2016 12:00,9.5,0.16,12.47482014,-18.01308145,45,28,1011,3,4800,11.68,0.071510957
448,24-03-2016 12:00,9.53,0.06,13.5,0,90,32,1017,3,4925,5.37,0.067555556
449,25-03-2016 12:00,9.45,0.1,12.9375,0,270,26,1016,4,5001,9.36,0.070531401
450,26-03-2016 12:00,9.45,0.1,12.412,0,315,28,1015,5,5124,13.4,0.075410893
451,27-03-2016 12:00,9.385,0.15,13.05833333,0,45,27,1014,3,5052,8.51,0.070516911
452,28-03-2016 12:00,9.505,0.59,13.69230769,0,90,28,1015,5,5188,5.69,0.069020867
453,29-03-2016 12:00,5.21,0.78,14.4625,0,90,28,1015,3,5356,5.69,0.065975223
454,30-03-2016 12:00,5.21,0.78,162.5,0.976991732,90,28,1015,3,5356,3.04,0.072923077
455,31-03-2016 12:00,5.21,0.78,14.56521739,7.345817622,90,28,1015,3,5435,0,0.067164179
456,01-04-2016 12:00,4.96,0.92,12.91111111,5.547122591,90,26,1012,2,4657,7.97,0.067125645
457,02-04-2016 12:00,4.96,0.92,14.39393939,5.118684222,90,26,1012,2,5040,7.97,0.065263158
458,03-04-2016 12:00,9.505,0.31,13.14285714,0,45,8,1025,5,4947.1,7.17,0.061594203
459,04-04-2016 12:00,9.41,0.14,12.65957447,0,83,9.64,1017,4,4655.9,8.77,0.070588235
460,05-04-2016 12:00,9.49,0.3,13.19642857,-45.65485859,180,22,1019,4,4932.7,7.36,0.070365359
461,06-04-2016 12:00,9.555,0.33,13.10833333,-45.84669263,180,24,1020,4,4926.8,8.3,0.071201526
462,07-04-2016 12:00,9.555,0.33,13,0,180,26,1020,3,4999.1,8.96,0.073717949
463,08-04-2016 12:00,9.555,0.33,12.85833333,0,180,27,1020,4,5040.3,9.87,0.075178224
464,09-04-2016 12:00,9.555,0.33,12.908,0,45,26,1023,4,5034.8,9.71,0.074682368
465,10-04-2016 12:00,9.555,0.33,12.73333333,0,90,27,1024,5,5051.5,10.74,0.075589005
466,11-04-2016 12:00,9.555,0.33,12.49166667,0,90,22,1024,4,4984.4,8.63,0.071714476
467,12-04-2016 12:00,9.555,0.33,12.8,25.28198,10,19,1022,5,4968.7,9.26,0.0734375
468,13-04-2016 12:00,9.555,0.33,13.83333333,0,45,16,1023,5,4892.4,8.24,0.046428571
469,14-04-2016 12:00,9.555,0.33,11.375,0,45,15,1022,5,5154.3,12.46,0
470,15-04-2016 12:00,5.23,0.06,11.23076923,-2.72973899,320,10,998,4,3104.8,3.21,0
471,16-04-2016 12:00,5.23,0.06,6.5,-7.908700755,50,5,998,6,3161.3,46,0
472,17-04-2016 12:00,5.15,0.7,10.70833333,-2.212564188,50,2,1010,3,2389.5,0.5,0
473,18-04-2016 12:00,5.15,0.7,9.086956522,0,225,2,1010,4,1861.7,10.56,0
474,19-04-2016 12:00,5.055,0.85,11.08695652,-3.443039392,90,0,1013,6,1999.4,-7,0
475,20-04-2016 12:00,10.515,0.01,10.47058824,-2.240311942,90,2,1025,3,2683.2,8.6,0
476,21-04-2016 12:00,10.515,0.01,10.092,-2.285962848,90,6,1015,3,2638.4,12.84,0
477,22-04-2016 12:00,10.315,0.17,10.36,2.829416246,220,8,1002,4,2921.1,12.88,0
478,23-04-2016 12:00,10.315,0.17,10.45833333,2.817797176,220,8,995,4,3401.4,14.54,0
479,24-04-2016 12:00,10.315,0.17,9.833333333,3.568778402,220,6,994,6,3077.9,17.78,0
480,25-04-2016 12:00,10.315,0.17,10.92,0,225,9,984,7,3695,20.98,0
481,26-04-2016 12:00,10.315,0.17,10.08333333,-17.78143221,160,13,990,6,3246,15.45,0
482,27-04-2016 12:00,10.315,0.17,9.333333333,-3.621524997,325,10,1000,6,3509.5,22.75,0
483,28-04-2016 12:00,10.315,0.17,12.25,6.85771978,40,11,1012,6,3976.2,12.37,0.067037037
484,29-04-2016 12:00,10.315,0.17,13.25,0,40,13,1015,5,4253.3,8.93,0.067006803
485,30-04-2016 12:00,10.315,0.17,13.45833333,-3.315249939,0,17,1012,6,4460.8,8.35,0.068227425
486,01-05-2016 12:00,10.315,0.17,12.41666667,-4.839857106,0,18,1016,5,4552.5,9.13,0.069463087
487,02-05-2016 12:00,10.315,0.17,11.84,-2.664072482,270,22,1020,4,3875.3,8.81,0.0625
488,03-05-2016 12:00,10.315,0.17,11.75,-5.347806652,300,23,1018,4,3773.1,9.14,0.060638298
489,04-05-2016 12:00,10.315,0.17,11.75,5.033963942,300,23,1014,3,4429.5,10.85,0.071276596
490,05-05-2016 12:00,10.315,0.17,12.32,-13.08144556,180,24,1012,4,4512.8,10.29,0.067207792
491,06-05-2016 12:00,10.315,0.17,12.5,-7.790691831,100,28,1013,4,4428.3,9.02,0.066
492,07-05-2016 12:00,5.69,2.5,12.98507463,11.90005237,205,12,1020,5,3700,5.49,0
493,08-05-2016 12:00,10.3,0.38,12.04,0,100,30,1012,2,4022.7,8.56,0.062458472
494,09-05-2016 12:00,10.3,0.38,12.08333333,-1.583197425,225,29,1011,4,3901.8,7.18,0.059655172
495,10-05-2016 12:00,6.93,0.1,11.20833333,247.3914066,320,10,1022,6,4490,9.1,0
496,11-05-2016 12:00,6.915,0.15,10.76,-72.72559884,10,13,1035,6,5670,16.29,0
497,12-05-2016 12:00,6.895,0.15,9.8,-77.51396949,350,14,1025,6,4880,17.86,0.080740741
498,13-05-2016 12:00,6.875,0.15,11.12,-69.97379586,45,10,1012,7,4880,14.78,0.074820144
499,14-05-2016 12:00,6.875,0.15,13.16666667,-55.28279171,200,13,994,5,5430,4.21,0.069620253
500,15-05-2016 12:00,6.855,0.21,9.6,-68.60798284,45,2,993,6,4410,23.17,0.07125
501,16-05-2016 12:00,5.15,1.9,12.24,-51.86606762,30,-2,1022,6,4020,2.11,0
502,17-05-2016 12:00,5.15,1.9,12.45833333,-36.21271343,260,4,1002,5,3700,-0.2,0
503,18-05-2016 12:00,10.32,0.06,12.7826087,35.11706507,130,-4,1020,3,3700,6.61,0
504,19-05-2016 12:00,10.32,0.06,12.33333333,109.1839358,280,0,1026,5,4490,9.31,0
505,20-05-2016 12:00,10.29,0.08,11.625,91.68074838,285,10,1033,6,4960,12.7,0.067204301
506,21-05-2016 12:00,10.29,0.08,11,84.79752674,285,15,1029,5,4880,15.53,0.07312253
507,22-05-2016 12:00,10.29,0.08,11.70833333,87.02582315,122,15,1029,5,4490,9.62,0.071530249
508,23-05-2016 12:00,10.29,0.08,11.70833333,96.65639722,212,20,1021,6,4490,6.98,0.071530249
509,24-05-2016 12:00,10.29,0.08,11.2173913,76.20760922,210,20,1027,4,4490,12.98,0.074031008
510,25-05-2016 12:00,10.24,0.08,11.45833333,89.91657572,340,23,1031,5,4490,11.18,0.073454545
511,26-05-2016 12:00,10.225,0.05,11.7826087,98.60171633,25,24,1031,6,4330,9.73,0.066789668
512,27-05-2016 12:00,10.21,0.04,11.13043478,100.4589873,300,23,1023,6,4330,15.41,0.0703125
513,28-05-2016 12:00,10.195,0.01,11.5,108.5766359,300,25,1019,6,4330,11.05,0.064492754
514,29-05-2016 12:00,9.5,0.4,11.85185185,22.97963415,300,25,1015,3,3800,2.15,0.05
515,30-05-2016 12:00,9.5,0.4,11.20833333,100.2382341,320,29,1014,6,4100,11.68,0.063197026
516,31-05-2016 12:00,9.5,0.4,10.58333333,94.48512276,300,26,1013,6,4560,18.74,0.070866142
