,0,1,2,3,4
0,0.9979610206531575,0.0029409460333590103,0.007636656533288898,0.06274018204499222,0.008396614037271377
1,0.9978540829333375,0.002937745092051043,0.007628344755692542,0.06394491817031103,0.011465366262032543
2,0.997925524122446,0.0029379554193987613,0.007628890905705451,0.0628722459751335,0.011175751987516858
3,0.9978443265015553,0.0029319617820809654,0.00765242025123132,0.06414155058599125,0.011198465139892578
4,0.9979164909717283,0.001974117687382252,0.007832311924689084,0.06297435422749383,0.01147455905790934
5,0.9978895232662445,0.0019779772512710492,0.007847624744417888,0.06339417090323712,0.011496992773012974
6,0.997902958920125,0.001978003882894202,0.007847730405382747,0.06319722405846975,0.011414730740868625
7,0.9979572509718054,0.0019820402204008053,0.007863744574440194,0.062335164931605326,0.01139673126730463
8,0.9978929035998891,0.0019721203628456307,0.00782438753959004,0.06330506364734476,0.011709464654395933
9,0.9978496021034028,0.0058697035417847225,0.007821379969428143,0.06378411182072732,0.011494836102661748
10,0.9974712884994928,0.0019539104573937176,0.007810757053431387,0.06946151676034665,0.012700417973059165
11,0.997283825853303,0.004912728206173907,0.007855452401672078,0.071922340938386,0.012895911541206504
12,0.9973012906165851,0.0068847229135267215,0.007863337099092307,0.0716011183006779,0.012417089540467838
13,0.9973174399145819,0.005872330362598127,0.007824880208162004,0.07144668607827721,0.012553169978017734
14,0.9973446583660279,0.004879376997876849,0.007802123819605082,0.07114131662904447,0.012564395769532886
15,0.9973251171654577,0.0048840603191256495,0.007809612450281915,0.07150264307199951,0.012047348787176603
16,0.9971902704222186,0.00490743243318021,0.007846984460655158,0.07331704055171234,0.012268581082950526
17,0.9974875186508969,0.00295114650488431,0.007864805435516688,0.06915519976445567,0.012870277812967687
18,0.9974894148367451,0.002954065394383253,0.00787258427603137,0.06932206792152701,0.011773449035585429
19,0.997891122440514,0.0029611012535326825,0.0078913348406646,0.06326886345048165,0.011803278607831666
20,0.9978704272731904,0.003948053124720833,0.007891171183035764,0.06356365530800541,0.011679657160632463
21,0.9979037801077153,0.0049352313556266835,0.007891434937647067,0.06307225672490901,0.011104270550160037
22,0.9979186504136811,0.003936562723525369,0.007868204743646332,0.06288658950831777,0.011235606106728658
23,0.9978416239994549,0.003936258871792721,0.007867597419995702,0.06416101961022136,0.010865714594011157
24,0.9979039003887643,0.005887338645361442,0.007844878744944122,0.0628964011946114,0.011646691667997635
25,0.9978427298305103,0.0068681407166308476,0.007844397861351948,0.06377559236871501,0.011569546564324582
26,0.997834289347079,0.003920763415902078,0.00783662587753428,0.06420250093539653,0.011313036106300788
27,0.997894907559893,0.002929241411623952,0.007869895259229685,0.06333019931930985,0.01115901490142458
28,0.9978351224859328,0.0,0.007919948712854948,0.06400651620661238,0.012865015700027375
29,0.997906230412231,0.0029407845689947867,0.00792051310582596,0.06293278977648845,0.012297826379432745
30,0.9979265125186918,0.003917277772399182,0.00791290110024635,0.0627743763026969,0.011139758665260175
31,0.9978382382617232,0.0,0.007919973443177528,0.06400671606924413,0.012620007188231518
32,0.9978261087708453,0.002940548454138051,0.007919877169811818,0.06410395630020951,0.012742376634598221
33,0.9979327003511052,0.003917302062222199,0.007912950165688841,0.06277476554711073,0.010568554522036974
34,0.9979439243673061,0.001956752792877071,0.007924848811152137,0.06261608937206627,0.010978026232338494
35,0.9978487000552425,0.00293772924451985,0.007931868960203595,0.06404249753053275,0.011179691847200541
36,0.9979558112001603,0.003917392781943711,0.007932720383436015,0.06258034969155078,0.009467032556363967
37,0.9978152549473608,0.004900860780684483,0.007939394464708862,0.0644953278738078,0.010863574730517273
38,0.9979519607525003,0.0029409193342411597,0.007940482202451131,0.06254355117486199,0.010415755975437441
39,0.9978744382296659,0.0019566165455483647,0.007924297009470876,0.06368786855759927,0.011128256602806324
40,0.9979281418685433,0.002940849141066434,0.007994208248465591,0.06273811500941726,0.011436635548591687
41,0.9979296036257403,0.001960568965865895,0.007994219958318187,0.06273820690770864,0.011518342674462131
42,0.9978331380981657,0.0029405691692480323,0.007993447191739236,0.06420242686191538,0.011598911723145018
43,0.9979333679631213,0.00196057636142067,0.007994250113692784,0.06264041474739042,0.011722612827661093
44,0.9979525539361037,0.002935154570400305,0.00797872850720483,0.06242095386384648,0.011047595674701148
45,0.997840024620573,0.002943480898585761,0.008001362242655628,0.06406976755921673,0.01173304191519602
46,0.9979567042758578,0.004891944628803224,0.00797876168957806,0.062323374570953084,0.010517680951926933
47,0.997943391978296,0.0029179631344394617,0.008024398619708521,0.062463864164567416,0.01159079800624564
48,0.997906174407257,0.002923553245333761,0.008039771424667842,0.06315849527669369,0.011003929576186794
49,0.9978816223022206,0.003924804807481693,0.008094909915430992,0.06358183788120343,0.010425262769873248
50,0.9978921926218809,0.0029235122830719167,0.008039658778447771,0.06337200125605558,0.011044379736049463
51,0.9979525820708297,0.0038982522737141785,0.008040145314535493,0.062381782010111145,0.010923227725303271
52,0.99788742847957,0.003920972214065108,0.008753570467900353,0.063294293965546,0.011068577812621294
53,0.9978334233405292,0.0029405700098443883,0.008753096729303463,0.064192643314903,0.011067978787053184
54,0.997903525788746,0.0019605177323943927,0.008753711675140963,0.06302084250781777,0.01168141815551659
55,0.9978485676986542,0.001960409759722307,0.008753229577160099,0.06380153563016248,0.012130035388281774
56,0.9978621961558418,0.003920873069374624,0.008753349127378848,0.06362596773327671,0.011435879785675986
57,0.9979295963802036,0.003921137903262097,0.00875394036903263,0.062640178004612,0.010987355166432334
58,0.997891173508705,0.003924842373682223,0.00876221059924556,0.06323902274595482,0.01103861917598125
59,0.997908039097972,0.001960526599406625,0.00875375126635058,0.06286428540997342,0.012130758333828491
60,0.9978089008669148,0.0029550115524192935,0.008948759984576428,0.06441925184274061,0.01177900438256024
61,0.9978050497405481,0.004925000245511096,0.008948725446093663,0.0643205032063749,0.011984167264077
62,0.9978999839200969,0.002952366816331648,0.008940750842124342,0.0630822376422862,0.01129601216683413
63,0.9978413999144429,0.002955107798364589,0.008949051449380765,0.06392883203795395,0.011697301701859831
64,0.9978840980801862,0.002955234249003513,0.00894943438406564,0.0633405207369753,0.011246308114263368
65,0.9977210202363513,0.003943561344807713,0.017396034982283023,0.0644772279876061,0.008790855497800527
66,0.9978630370879004,0.0039597739566980174,0.01746755286648413,0.06206945677124143,0.009795230313937201
67,0.9977886029958764,0.0029637285237501276,0.017431663267190332,0.06332499945746106,0.00975713094238725
68,0.9977466630139963,0.002957747024745048,0.017396482083875456,0.06378874416700155,0.011009391703217679
69,0.9977865052919443,0.003943820179019543,0.01739717676469996,0.06310112286431269,0.011050912793294345
70,0.9977469221430638,0.003943663723885628,0.017396486601990474,0.06388735232694717,0.01006455846199978
71,0.9978158256267353,0.004954398339755388,0.017484071740996764,0.06272268298130322,0.009960137594948657
72,0.9977794118075014,0.006854225596322385,0.017277544378158354,0.06325471050320372,0.00946535915682615
73,0.997829054608464,0.007826110232223247,0.0172614643809474,0.06260888185778597,0.0076223052782591
74,0.9979408867053094,0.006841906177215638,0.017246490642424277,0.060892964977219174,0.007860046977396536
75,0.9978394790017491,0.007795620929701165,0.01719421641307213,0.06226752217598805,0.00909489108465136
76,0.9978283628717081,0.003886381160162446,0.01714379889276659,0.06286221526562757,0.008825323884535555
77,0.9977884649604761,0.00194880559562593,0.01719333736740977,0.06343362213762402,0.00974402797812965
78,0.997835957973479,0.00391308218813129,0.017261583802394155,0.06260931501010064,0.009497376560776986
79,0.997842919473833,0.001945112903457764,0.017160758590756123,0.06263263549134,0.009401379033379191
80,0.9978092207095973,0.004910478448374002,0.017329078444311852,0.0629523337081547,0.009452671013119954
81,0.9976995461774353,0.003927950969202502,0.018019475071216477,0.06449695491430507,0.009778961267077061
82,0.9978070473912276,0.002931852245028093,0.017967367841613832,0.0628393664517688,0.010044308617225873
83,0.9977892996922706,0.0029318000970389928,0.017967048261353962,0.06313142875623964,0.009976264219091018
84,0.9977839657404455,0.0029317844243108094,0.01796695221365141,0.06320927218814106,0.010016930116395265
85,0.9977533932063983,0.0019544630621085176,0.01796640169843255,0.06386208055439581,0.009120827623173084
86,0.9978015016048102,0.0019545572999114793,0.017967267979436274,0.06306379128164388,0.009406307005823995
87,0.9977832453574627,0.00195452153840835,0.017966939241818757,0.06334604305981462,0.009446854102307025
88,0.9977614094010856,0.001954478764742577,0.017966546044896142,0.0635498770356049,0.010342450130096137
89,0.9977633019788251,0.0029345979469965443,0.017984194418510492,0.0635536095387885,0.009863509766293941
90,0.9977117192304571,0.002934446233030756,0.017983264664756818,0.06435240589036449,0.009903756036478802
91,0.997788472808387,0.0029317976674095602,0.017967033371774924,0.06315092175600194,0.00993553653955462
92,0.9977151545230324,0.002931582236600487,0.01796571313996665,0.06429937038943734,0.009934806468479426
93,0.9977882806898262,0.002931797102908402,0.01796702991232366,0.0631215916256179,0.010139131647558223
94,0.9977692761294684,0.003905163507356041,0.017949107770685205,0.06348819572084084,0.009396799689575474
95,0.9978003488896605,0.0029318325628491493,0.017967247222660538,0.06304417287646621,0.009406296139141021
96,0.9977154352739596,0.0019563047750469796,0.01798333164461936,0.0642743933841685,0.010270600068996643
97,0.9971467705205133,0.003918061966681781,0.018013289891819488,0.07228824328527886,0.01152814386350601
98,0.9972190017343234,0.0029387593371345486,0.018014594736634783,0.07141185189236954,0.011020347514254557
99,0.9971929652994568,0.0019591217392916638,0.018014124392786848,0.07180181174503947,0.01106087481975085
100,0.9972088875988487,0.0,0.018014412026466434,0.07160704291107646,0.011061051430062542
101,0.9971807516832051,0.004897744359937156,0.01801390375584886,0.07189888720387747,0.010611779446530507
102,0.9972267535492377,0.003918376241843763,0.018014734771876702,0.0714124070076026,0.009959206281352898
103,0.9972387692015069,0.0019496359124174132,0.017926902214678117,0.07116171080323558,0.011210406496400127
104,0.9972214790248813,0.00389920421906112,0.0179265913971335,0.0713554372088185,0.01100712857672462
105,0.9971995654958907,0.003906756378044626,0.01796131244806017,0.07159131062766776,0.011394706102630157
106,0.9972163176651112,0.001953411004241158,0.01796161418399745,0.07159251330543843,0.010377495960031152
107,0.9977862913374183,0.0019545275050684,0.01797188040910394,0.06332669116421616,0.009243286326052643
108,0.9978317850598801,0.0048769881967736075,0.01793756258773333,0.06252298868263764,0.008778578754192494
109,0.9971819933801978,0.003918200366916298,0.01801392618689768,0.07189897673291407,0.010897494770485953
